Freq	Int 	Phase
-2.00754e+13	8.04065e-17	0.730896
-1.95871e+13	1.69327e-17	0.65603
-1.90988e+13	3.33106e-17	1.1763
-1.86105e+13	4.80367e-17	1.52738
-1.81223e+13	7.22843e-17	1.2749
-1.7634e+13	1.46551e-17	0.895878
-1.71457e+13	6.54951e-17	1.43934
-1.66574e+13	3.1442e-17	0.909915
-1.61691e+13	3.23781e-17	1.7871
-1.56809e+13	4.62988e-17	0.735264
-1.51926e+13	3.39318e-17	0.738324
-1.47043e+13	9.10369e-18	1.56456
-1.4216e+13	2.72513e-17	1.13591
-1.37277e+13	2.21108e-17	0.351455
-1.32395e+13	9.48926e-17	0.902732
-1.27512e+13	7.32243e-18	2.06701
-1.22629e+13	3.70405e-17	0.60182
-1.17746e+13	7.00207e-18	-0.379914
-1.12863e+13	4.39329e-17	1.48045
-1.0798e+13	4.71927e-18	1.35659
-1.03098e+13	1.56398e-17	0.769719
-9.82148e+12	1.51828e-17	0.938421
-9.3332e+12	2.6628e-17	1.51136
-8.84492e+12	2.06648e-18	2.05692
-8.35664e+12	1.69111e-17	2.13781
-7.86836e+12	1.33054e-16	0.962072
-7.38008e+12	9.7913e-17	1.07723
-6.8918e+12	1.69716e-17	0.102562
-6.40352e+12	1.53221e-16	0.709299
-5.91523e+12	1.91867e-17	2.08013
-5.42695e+12	2.05924e-16	0.689575
-4.93867e+12	1.74634e-16	0.24353
-4.45039e+12	1.59789e-16	0.71132
-3.96211e+12	1.30218e-16	0.268316
-3.47383e+12	8.86919e-17	0.880965
-2.98555e+12	9.39356e-17	0.856539
-2.49727e+12	8.57765e-17	1.29942
-2.00898e+12	6.88531e-17	1.08373
-1.5207e+12	7.73375e-17	1.08106
-1.03242e+12	7.15385e-19	0.442512
-5.44141e+11	1.57933e-17	0.822457
-5.58594e+10	1.46678e-17	-0.757878
4.32422e+11	1.80744e-17	2.32543
9.20703e+11	6.49385e-18	-1.14261
1.40898e+12	1.66245e-18	0.508887
1.89727e+12	2.56848e-17	-1.08221
2.38555e+12	6.26741e-17	1.62205
2.87383e+12	9e-19	2.3218
3.36211e+12	7.6999e-18	0.72394
3.85039e+12	4.26627e-18	-1.27564
4.33867e+12	4.51078e-17	2.12691
4.82695e+12	5.82099e-17	2.07643
5.31523e+12	3.31105e-18	0.497705
5.80352e+12	3.72721e-17	2.08962
6.2918e+12	4.31803e-17	2.74765
6.78008e+12	5.53115e-18	3.08574
7.26836e+12	5.01148e-18	2.0161
7.75664e+12	4.41737e-17	-1.09192
8.24492e+12	2.02998e-18	-1.62174
8.7332e+12	1.42759e-17	-0.939019
9.22148e+12	6.10501e-17	-0.836289
9.70977e+12	1.86478e-17	-1.47617
1.0198e+13	3.00318e-17	-0.172996
1.06863e+13	1.63689e-17	-1.07544
1.11746e+13	2.83195e-17	-0.0656218
1.16629e+13	3.66248e-17	-0.326597
1.21512e+13	1.59723e-17	0.118732
1.26395e+13	4.95659e-19	2.03844
1.31277e+13	1.09759e-18	2.401
1.3616e+13	1.14332e-17	1.17281
1.41043e+13	1.15766e-18	-2.28132
1.45926e+13	1.48814e-17	2.69233
1.50809e+13	1.02623e-17	-1.98761
1.55691e+13	4.40452e-18	-2.43292
1.60574e+13	4.60062e-19	2.229
1.65457e+13	3.515e-17	2.18547
1.7034e+13	1.19974e-17	-1.2036
1.75223e+13	9.69706e-18	2.64426
1.80105e+13	3.89476e-18	-0.503358
1.84988e+13	2.28089e-17	2.01915
1.89871e+13	9.17733e-19	-0.681415
1.94754e+13	1.44975e-17	1.0297
1.99637e+13	7.86507e-19	3.12747
2.0452e+13	4.86207e-17	2.12259
2.09402e+13	1.14463e-17	0.995443
2.14285e+13	2.00919e-17	2.02296
2.19168e+13	2.42765e-17	-0.980754
2.24051e+13	2.59177e-17	2.13828
2.28934e+13	4.99658e-18	-2.22274
2.33816e+13	1.49804e-17	-1.99506
2.38699e+13	1.05548e-17	-0.888613
2.43582e+13	1.64468e-17	2.73953
2.48465e+13	1.6085e-17	-1.45728
2.53348e+13	1.65952e-17	-2.61849
2.5823e+13	9.09451e-17	-1.17916
2.63113e+13	1.36003e-17	-0.0240179
2.67996e+13	2.55734e-17	-1.2287
2.72879e+13	1.60815e-17	2.28617
2.77762e+13	6.80302e-17	-0.452525
2.82645e+13	7.53862e-18	-2.91939
2.87527e+13	5.21995e-18	-1.12165
2.9241e+13	2.03771e-17	1.30265
2.97293e+13	2.52141e-17	-1.20531
3.02176e+13	2.94552e-18	0.935196
3.07059e+13	4.74288e-17	-1.9732
3.11941e+13	3.79776e-18	2.06341
3.16824e+13	5.87714e-18	0.878231
3.21707e+13	3.33539e-17	1.35787
3.2659e+13	1.82144e-17	-0.962705
3.31473e+13	9.13934e-18	2.54734
3.36355e+13	3.04702e-17	-0.383631
3.41238e+13	5.4061e-18	0.564983
3.46121e+13	7.48586e-18	1.40853
3.51004e+13	8.15923e-18	2.85692
3.55887e+13	9.20663e-18	-0.342659
3.6077e+13	1.86218e-17	0.983394
3.65652e+13	1.00168e-17	0.600587
3.70535e+13	5.4934e-18	0.821178
3.75418e+13	1.03851e-17	0.584298
3.80301e+13	2.67972e-17	0.784994
3.85184e+13	7.10833e-19	2.55961
3.90066e+13	1.78755e-18	-0.796491
3.94949e+13	7.15998e-19	-0.304805
3.99832e+13	1.24287e-18	-1.27536
4.04715e+13	9.62517e-18	0.0938127
4.09598e+13	1.76328e-17	2.77498
4.1448e+13	2.9926e-17	-1.37875
4.19363e+13	1.9825e-17	0.463583
4.24246e+13	4.74122e-18	-1.07502
4.29129e+13	1.69349e-17	-2.67126
4.34012e+13	1.9686e-17	-1.26285
4.38895e+13	1.12607e-17	-1.79479
4.43777e+13	3.05708e-19	-1.86596
4.4866e+13	1.32664e-17	-1.19189
4.53543e+13	1.31884e-17	-0.917333
4.58426e+13	2.39914e-18	-2.60955
4.63309e+13	2.05708e-18	-0.881159
4.68191e+13	5.50237e-19	-1.96976
4.73074e+13	3.91714e-18	-1.62575
4.77957e+13	6.73168e-19	-1.03655
4.8284e+13	7.80227e-18	-1.74122
4.87723e+13	8.003e-19	-0.31708
4.92605e+13	6.58363e-18	-2.70649
4.97488e+13	1.51995e-18	-2.48092
5.02371e+13	1.29575e-17	-2.90944
5.07254e+13	2.2599e-17	-1.91806
5.12137e+13	9.60442e-18	-2.09217
5.1702e+13	1.00266e-17	-2.38918
5.21902e+13	5.74471e-18	1.41746
5.26785e+13	1.71002e-17	-2.10877
5.31668e+13	3.90674e-17	-2.92125
5.36551e+13	9.12709e-18	-0.877017
5.41434e+13	5.40764e-20	1.20179
5.46316e+13	1.80747e-17	-2.4653
5.51199e+13	1.02844e-17	-2.32015
5.56082e+13	1.31205e-17	-2.00585
5.60965e+13	4.10764e-18	-1.62777
5.65848e+13	7.93262e-18	-0.0391335
5.7073e+13	8.38331e-17	-2.73089
5.75613e+13	1.1462e-17	-1.90252
5.80496e+13	3.66829e-17	-1.78887
5.85379e+13	4.07447e-18	-0.888646
5.90262e+13	3.69322e-17	-2.76144
5.95145e+13	4.32884e-17	-2.5985
6.00027e+13	4.80336e-18	2.4771
6.0491e+13	1.09009e-17	-1.60594
6.09793e+13	5.97608e-19	-2.64701
6.14676e+13	4.05986e-17	-2.43494
6.19559e+13	1.54173e-17	-2.69097
6.24441e+13	1.89204e-18	2.86286
6.29324e+13	4.71449e-18	-2.94948
6.34207e+13	1.53037e-17	-2.68694
6.3909e+13	5.93269e-17	1.50932
6.43973e+13	2.19242e-18	-2.97571
6.48855e+13	1.4271e-17	1.51511
6.53738e+13	1.0643e-17	-0.980041
6.58621e+13	1.62868e-17	2.96891
6.63504e+13	2.17134e-18	-2.66394
6.68387e+13	4.76417e-18	-2.18958
6.7327e+13	2.497e-18	1.8717
6.78152e+13	1.514e-17	1.57782
6.83035e+13	1.1047e-17	0.248373
6.87918e+13	2.23792e-17	3.03731
6.92801e+13	5.41965e-18	-0.80587
6.97684e+13	1.20406e-17	0.967713
7.02566e+13	7.57717e-18	2.61802
7.07449e+13	1.05954e-17	2.81849
7.12332e+13	1.92518e-17	-2.66765
7.17215e+13	8.88965e-18	2.51784
7.22098e+13	5.03036e-18	0.435399
7.2698e+13	6.66321e-18	1.9365
7.31863e+13	1.97184e-18	-0.0297277
7.36746e+13	8.31924e-18	-2.50294
7.41629e+13	2.07329e-18	1.2963
7.46512e+13	4.47943e-18	-3.07192
7.51395e+13	4.87618e-18	-3.02211
7.56277e+13	1.88615e-17	1.39068
7.6116e+13	1.71523e-18	2.58662
7.66043e+13	5.33266e-18	2.53823
7.70926e+13	4.34902e-19	-3.07869
7.75809e+13	1.23484e-17	1.7924
7.80691e+13	2.57804e-17	2.29848
7.85574e+13	3.77805e-18	3.12882
7.90457e+13	1.45534e-17	3.01383
7.9534e+13	2.96231e-17	1.62117
8.00223e+13	7.87718e-18	1.63084
8.05105e+13	3.76169e-18	1.14944
8.09988e+13	1.17009e-17	0.0302168
8.14871e+13	2.14966e-18	-0.88624
8.19754e+13	2.14616e-17	0.375131
8.24637e+13	1.31181e-18	2.30206
8.2952e+13	3.68495e-18	0.505442
8.34402e+13	4.05052e-18	0.748716
8.39285e+13	3.64416e-17	1.46993
8.44168e+13	5.99202e-19	2.10465
8.49051e+13	1.82651e-17	0.620649
8.53934e+13	6.186e-19	1.98571
8.58816e+13	1.92311e-17	1.3059
8.63699e+13	9.92228e-18	-0.89396
8.68582e+13	3.55008e-18	1.24452
8.73465e+13	1.72772e-17	0.60023
8.78348e+13	1.32114e-17	1.53146
8.8323e+13	1.61004e-18	-0.20446
8.88113e+13	7.83319e-18	0.413704
8.92996e+13	4.79755e-18	-1.14111
8.97879e+13	9.2778e-17	0.806946
9.02762e+13	4.06382e-18	1.1257
9.07645e+13	8.70395e-18	2.51586
9.12527e+13	1.22473e-17	0.489704
9.1741e+13	1.00289e-17	1.34321
9.22293e+13	1.18487e-18	2.49018
9.27176e+13	1.05606e-17	0.00714668
9.32059e+13	3.97278e-19	1.5726
9.36941e+13	2.17298e-17	1.95997
9.41824e+13	5.94104e-18	-3.08991
9.46707e+13	1.21208e-17	2.33205
9.5159e+13	6.92522e-18	0.554712
9.56473e+13	1.50547e-17	1.84526
9.61355e+13	6.50391e-19	0.12831
9.66238e+13	4.94737e-18	1.39026
9.71121e+13	2.42031e-18	-2.46382
9.76004e+13	2.28809e-17	1.24213
9.80887e+13	1.51154e-17	2.64387
9.8577e+13	5.79116e-18	2.26833
9.90652e+13	1.69233e-18	0.0786203
9.95535e+13	1.25759e-17	2.95904
1.00042e+14	1.86378e-17	2.11683
1.0053e+14	1.07147e-17	2.05047
1.01018e+14	9.36507e-18	1.22216
1.01507e+14	1.20285e-17	2.19296
1.01995e+14	2.92292e-18	-1.8571
1.02483e+14	6.47455e-18	2.22131
1.02971e+14	1.58317e-17	0.0587438
1.0346e+14	2.29152e-18	-0.153573
1.03948e+14	8.4426e-20	1.46105
1.04436e+14	3.36568e-17	0.686001
1.04925e+14	3.28272e-17	-1.4201
1.05413e+14	7.24616e-17	1.22062
1.05901e+14	1.68554e-18	-2.2852
1.06389e+14	1.3471e-17	2.51301
1.06878e+14	8.11923e-18	-0.00481759
1.07366e+14	3.11125e-17	1.33501
1.07854e+14	7.46298e-18	1.34952
1.08343e+14	6.66248e-18	0.736904
1.08831e+14	1.93441e-18	0.371233
1.09319e+14	1.49096e-17	1.71261
1.09807e+14	1.75368e-17	1.53009
1.10296e+14	7.4875e-18	2.16694
1.10784e+14	1.80506e-17	0.382626
1.11272e+14	1.42466e-17	-1.9501
1.11761e+14	1.09398e-17	-0.0633607
1.12249e+14	2.36492e-17	1.81648
1.12737e+14	2.4365e-17	0.464881
1.13225e+14	2.19383e-17	1.92764
1.13714e+14	5.44753e-17	0.90687
1.14202e+14	4.09079e-17	0.97159
1.1469e+14	3.32896e-17	2.74429
1.15179e+14	3.76112e-17	1.30259
1.15667e+14	8.08132e-17	2.8336
1.16155e+14	2.61858e-18	0.845199
1.16643e+14	2.55139e-17	3.07479
1.17132e+14	4.89795e-17	0.157124
1.1762e+14	7.7166e-18	2.0315
1.18108e+14	3.35891e-17	0.391158
1.18596e+14	1.72761e-17	-0.811922
1.19085e+14	2.41163e-17	0.834543
1.19573e+14	1.12056e-17	-0.401587
1.20061e+14	5.40451e-17	2.23894
1.2055e+14	3.93998e-17	2.28094
1.21038e+14	1.60888e-16	2.97011
1.21526e+14	4.06203e-17	1.51177
1.22014e+14	1.06617e-17	2.42888
1.22503e+14	3.72485e-17	0.408033
1.22991e+14	1.75699e-16	2.73807
1.23479e+14	2.29726e-16	0.858522
1.23968e+14	3.02515e-17	-1.45995
1.24456e+14	2.84757e-16	0.856275
1.24944e+14	9.57411e-18	0.924745
1.25432e+14	6.80831e-18	-0.380877
1.25921e+14	2.7537e-18	1.24185
1.26409e+14	1.37086e-16	-0.139282
1.26897e+14	5.38993e-17	2.38416
1.27386e+14	2.31749e-17	1.22865
1.27874e+14	3.78603e-18	0.172931
1.28362e+14	4.32171e-17	-0.0534735
1.2885e+14	1.20772e-17	1.98593
1.29339e+14	7.05037e-18	0.210687
1.29827e+14	1.75697e-18	1.80635
1.30315e+14	1.22016e-16	1.33553
1.30804e+14	3.13143e-17	-0.390834
1.31292e+14	2.74672e-17	0.972607
1.3178e+14	3.54666e-17	1.60303
1.32268e+14	2.68865e-17	0.886705
1.32757e+14	1.59521e-18	-1.87398
1.33245e+14	4.91351e-17	1.26359
1.33733e+14	1.21444e-17	2.09673
1.34221e+14	1.30333e-17	-0.688306
1.3471e+14	3.2194e-17	-0.294207
1.35198e+14	1.19011e-19	-0.536694
1.35686e+14	2.55667e-17	-0.356526
1.36175e+14	2.32362e-17	0.982595
1.36663e+14	3.69841e-18	-1.86555
1.37151e+14	1.71321e-17	-3.05629
1.37639e+14	5.4216e-18	0.552947
1.38128e+14	6.42859e-18	0.340963
1.38616e+14	5.54061e-18	-0.758146
1.39104e+14	5.41781e-17	-0.267278
1.39593e+14	2.55658e-17	0.0951963
1.40081e+14	7.86172e-18	0.647962
1.40569e+14	1.19549e-17	-0.966347
1.41057e+14	9.81788e-19	2.34212
1.41546e+14	4.77945e-18	0.218186
1.42034e+14	8.43189e-18	-0.705715
1.42522e+14	1.29501e-17	-0.569444
1.43011e+14	4.46686e-18	0.108296
1.43499e+14	9.45676e-18	-0.301933
1.43987e+14	1.06388e-17	-0.350016
1.44475e+14	2.83753e-17	-0.420547
1.44964e+14	1.31062e-18	1.95972
1.45452e+14	2.32225e-17	0.552358
1.4594e+14	8.67369e-18	0.129645
1.46429e+14	4.23284e-17	0.0502545
1.46917e+14	5.48804e-20	2.83491
1.47405e+14	8.10405e-18	-0.389617
1.47893e+14	5.06974e-18	-2.25361
1.48382e+14	1.12608e-17	-0.113629
1.4887e+14	1.44963e-17	-1.04168
1.49358e+14	8.69116e-19	-0.922988
1.49846e+14	9.2049e-18	-1.31903
1.50335e+14	4.73239e-18	-1.12594
1.50823e+14	1.09961e-17	-0.963066
1.51311e+14	1.75179e-17	-0.669401
1.518e+14	1.94746e-17	-1.68427
1.52288e+14	5.18792e-19	-0.983468
1.52776e+14	1.10735e-19	1.38271
1.53264e+14	5.00674e-18	-0.294789
1.53753e+14	7.51856e-19	1.96033
1.54241e+14	2.04379e-18	-0.197494
1.54729e+14	4.74793e-17	-1.95468
1.55218e+14	1.53614e-20	-2.77858
1.55706e+14	1.10673e-17	-2.87496
1.56194e+14	1.33872e-17	-2.7698
1.56682e+14	2.12258e-17	-1.79872
1.57171e+14	1.1037e-18	2.06568
1.57659e+14	3.36316e-18	-2.66573
1.58147e+14	2.22484e-18	-1.76587
1.58636e+14	1.39549e-18	2.96058
1.59124e+14	1.31359e-18	-2.42097
1.59612e+14	2.37402e-17	-1.9491
1.601e+14	1.89089e-17	2.78493
1.60589e+14	1.26167e-18	-3.0461
1.61077e+14	1.75581e-19	2.6096
1.61565e+14	1.14721e-17	0.503763
1.62054e+14	1.03311e-17	2.69695
1.62542e+14	2.92062e-17	-2.70899
1.6303e+14	8.08595e-18	2.08149
1.63518e+14	9.04359e-19	-2.24696
1.64007e+14	2.14955e-18	2.20637
1.64495e+14	2.07871e-18	-1.68972
1.64983e+14	6.50831e-19	0.948706
1.65471e+14	1.4444e-17	-2.70179
1.6596e+14	2.08122e-18	-2.71416
1.66448e+14	8.47094e-18	-2.41551
1.66936e+14	7.05308e-18	0.333986
1.67425e+14	2.28221e-17	-1.80622
1.67913e+14	1.93505e-17	2.29527
1.68401e+14	9.83682e-18	1.62457
1.68889e+14	2.12906e-17	2.52467
1.69378e+14	5.13145e-18	1.23789
1.69866e+14	2.08951e-17	1.14084
1.70354e+14	2.19436e-17	-2.33386
1.70843e+14	1.95309e-17	2.53371
1.71331e+14	3.15068e-19	2.58852
1.71819e+14	2.12228e-17	-2.79228
1.72307e+14	2.33942e-17	-1.69095
1.72796e+14	2.69771e-19	-0.0458333
1.73284e+14	5.07556e-17	-1.78559
1.73772e+14	2.53856e-17	-2.65869
1.74261e+14	8.2966e-17	-2.73976
1.74749e+14	9.268e-18	-1.29378
1.75237e+14	7.68592e-17	-2.0587
1.75725e+14	7.64044e-18	2.11957
1.76214e+14	3.85924e-18	0.0422167
1.76702e+14	1.57575e-18	-2.31954
1.7719e+14	3.9297e-17	0.360517
1.77679e+14	4.13319e-17	0.869839
1.78167e+14	2.39449e-17	-2.79666
1.78655e+14	6.84085e-17	2.75917
1.79143e+14	3.24979e-17	-3.07618
1.79632e+14	2.06076e-17	3.08116
1.8012e+14	2.39914e-17	-0.889055
1.80608e+14	6.54416e-18	2.15305
1.81096e+14	7.03381e-17	-2.58913
1.81585e+14	3.3909e-17	2.99242
1.82073e+14	1.13831e-16	-3.01619
1.82561e+14	4.30678e-17	-2.58177
1.8305e+14	4.75812e-17	-3.0674
1.83538e+14	4.2423e-17	0.63436
1.84026e+14	2.63108e-17	2.67382
1.84514e+14	2.4317e-17	1.56653
1.85003e+14	1.90426e-17	-2.37796
1.85491e+14	1.86392e-17	0.210882
1.85979e+14	8.31063e-18	-2.3742
1.86468e+14	4.19377e-18	2.51098
1.86956e+14	5.34033e-17	2.85166
1.87444e+14	7.85461e-18	-2.80428
1.87932e+14	2.24399e-17	-2.91114
1.88421e+14	2.75013e-17	-3.00158
1.88909e+14	3.96809e-17	-2.99177
1.89397e+14	9.24949e-18	3.1032
1.89886e+14	7.0086e-17	-2.6388
1.90374e+14	3.49062e-17	-2.9234
1.90862e+14	1.13357e-16	3.07414
1.9135e+14	4.33762e-17	-0.317743
1.91839e+14	7.0068e-19	-1.80985
1.92327e+14	1.673e-17	-0.0402327
1.92815e+14	1.44795e-18	-0.956214
1.93304e+14	4.01191e-18	-0.892902
1.93792e+14	2.30546e-17	-2.96301
1.9428e+14	8.66136e-18	-0.398955
1.94768e+14	1.3504e-17	1.84433
1.95257e+14	3.24273e-17	-2.86858
1.95745e+14	2.12392e-17	3.04479
1.96233e+14	1.04575e-17	2.49573
1.96721e+14	8.92645e-17	2.86829
1.9721e+14	7.94775e-18	1.9555
1.97698e+14	2.71998e-17	2.71355
1.98186e+14	1.10554e-17	-2.60668
1.98675e+14	1.62073e-17	2.24131
1.99163e+14	2.97823e-17	-1.27783
1.99651e+14	5.18516e-17	2.54169
2.00139e+14	1.60592e-17	-2.43953
2.00628e+14	5.79388e-17	-2.97689
2.01116e+14	6.14094e-18	-1.97604
2.01604e+14	1.55452e-17	-2.6931
2.02093e+14	2.74112e-18	-1.54394
2.02581e+14	1.53584e-17	2.89337
2.03069e+14	3.88728e-18	-0.148668
2.03557e+14	3.16853e-17	2.36451
2.04046e+14	9.6807e-19	-2.07218
2.04534e+14	1.48748e-17	2.49469
2.05022e+14	1.26458e-17	-1.3523
2.05511e+14	2.40869e-17	1.97841
2.05999e+14	8.18668e-18	2.96051
2.06487e+14	2.34346e-17	2.21421
2.06975e+14	1.35393e-17	-1.78914
2.07464e+14	5.45555e-18	2.58192
2.07952e+14	1.5799e-17	-1.99549
2.0844e+14	1.78843e-17	-2.53859
2.08929e+14	7.64414e-18	-2.21977
2.09417e+14	1.48972e-18	2.81117
2.09905e+14	3.15126e-18	-1.04105
2.10393e+14	1.03815e-17	-2.61276
2.10882e+14	1.3088e-17	-1.31463
2.1137e+14	7.05199e-18	-2.73935
2.11858e+14	1.81261e-17	-2.43741
2.12346e+14	1.31228e-17	2.96684
2.12835e+14	2.86969e-17	-2.16112
2.13323e+14	8.10374e-18	-2.59517
2.13811e+14	1.59393e-17	-2.32651
2.143e+14	3.09548e-17	3.10798
2.14788e+14	5.84164e-17	-2.42935
2.15276e+14	1.83378e-17	-2.85267
2.15764e+14	3.26992e-17	-1.84776
2.16253e+14	3.19467e-17	-1.42534
2.16741e+14	6.03124e-17	-2.50251
2.17229e+14	6.79838e-17	-2.72266
2.17718e+14	1.96728e-17	-1.38574
2.18206e+14	8.83589e-18	3.12865
2.18694e+14	1.97125e-18	2.93119
2.19182e+14	9.33221e-18	1.61062
2.19671e+14	9.5784e-18	-2.99614
2.20159e+14	6.77808e-18	-2.72866
2.20647e+14	4.15053e-17	-2.40203
2.21136e+14	5.7553e-18	-2.82926
2.21624e+14	3.56622e-17	-2.6982
2.22112e+14	2.6997e-17	2.20243
2.226e+14	1.73576e-17	-2.02554
2.23089e+14	1.20658e-17	2.42987
2.23577e+14	9.65748e-18	-2.83626
2.24065e+14	4.74283e-18	1.68875
2.24554e+14	5.74294e-17	-3.0463
2.25042e+14	3.57928e-17	2.45744
2.2553e+14	1.20819e-17	3.04814
2.26018e+14	1.28888e-17	2.0687
2.26507e+14	1.52871e-17	0.837693
2.26995e+14	2.45205e-19	-0.266703
2.27483e+14	1.92318e-17	-2.1164
2.27971e+14	1.42043e-17	2.12709
2.2846e+14	6.06869e-18	2.80407
2.28948e+14	3.30267e-17	2.83089
2.29436e+14	2.60885e-17	2.5283
2.29925e+14	7.40322e-17	2.10213
2.30413e+14	6.35329e-18	2.09552
2.30901e+14	1.48432e-17	1.75661
2.31389e+14	7.14281e-18	1.93337
2.31878e+14	3.92008e-17	2.04137
2.32366e+14	6.60056e-17	2.71023
2.32854e+14	2.09106e-17	2.65832
2.33343e+14	4.30487e-17	1.33817
2.33831e+14	7.69019e-17	1.53634
2.34319e+14	7.73007e-17	1.90819
2.34807e+14	3.65139e-17	1.70097
2.35296e+14	2.17145e-17	1.64862
2.35784e+14	1.04246e-17	1.79336
2.36272e+14	4.10218e-17	1.9633
2.36761e+14	7.13927e-17	1.34912
2.37249e+14	1.18303e-16	2.47004
2.37737e+14	1.12034e-16	2.13561
2.38225e+14	9.29741e-18	2.60193
2.38714e+14	1.87165e-17	2.55949
2.39202e+14	6.18615e-17	2.07244
2.3969e+14	6.79288e-17	1.8844
2.40179e+14	9.53824e-17	2.40468
2.40667e+14	7.80235e-17	1.61646
2.41155e+14	1.90376e-17	1.28262
2.41643e+14	2.24163e-16	0.467286
2.42132e+14	1.06303e-16	0.671733
2.4262e+14	8.6197e-17	3.08691
2.43108e+14	4.45488e-17	2.32279
2.43596e+14	1.0247e-16	2.79023
2.44085e+14	1.96819e-17	-3.12462
2.44573e+14	4.95189e-17	1.95215
2.45061e+14	2.66727e-17	1.88586
2.4555e+14	1.01861e-16	1.4439
2.46038e+14	8.31895e-17	1.0028
2.46526e+14	1.54762e-16	1.01994
2.47014e+14	1.03092e-16	0.788676
2.47503e+14	1.04261e-16	2.83338
2.47991e+14	1.51896e-16	2.7879
2.48479e+14	1.28681e-16	3.13001
2.48968e+14	1.88918e-16	2.56921
2.49456e+14	1.06378e-17	1.77466
2.49944e+14	2.72847e-17	2.89944
2.50432e+14	4.7701e-17	0.266317
2.50921e+14	2.89473e-17	0.474731
2.51409e+14	3.12744e-17	-0.233496
2.51897e+14	5.44304e-17	1.97225
2.52386e+14	2.03215e-18	-2.06861
2.52874e+14	3.85726e-18	-0.843262
2.53362e+14	1.70638e-18	-0.988266
2.5385e+14	4.51397e-18	2.30383
2.54339e+14	2.77063e-17	2.8361
2.54827e+14	2.29698e-18	2.74823
2.55315e+14	3.57313e-18	-0.63245
2.55804e+14	2.57225e-18	-2.71852
2.56292e+14	2.54511e-17	2.28471
2.5678e+14	5.91851e-17	-2.20287
2.57268e+14	4.82934e-17	-1.07294
2.57757e+14	7.89648e-18	-1.14492
2.58245e+14	9.84283e-18	1.29478
2.58733e+14	2.73184e-18	-1.08729
2.59221e+14	2.76968e-17	0.265861
2.5971e+14	1.55028e-17	-2.63921
2.60198e+14	3.51867e-17	-2.37934
2.60686e+14	4.18811e-18	-1.29465
2.61175e+14	7.92841e-19	-0.477954
2.61663e+14	6.97407e-18	-1.60747
2.62151e+14	2.37009e-17	-2.24182
2.62639e+14	4.55935e-17	-2.84713
2.63128e+14	1.59565e-17	-1.64787
2.63616e+14	1.43052e-17	-1.27838
2.64104e+14	4.91046e-17	-2.76589
2.64593e+14	2.61023e-18	-1.34944
2.65081e+14	1.44213e-17	-1.25021
2.65569e+14	2.15441e-17	-2.44023
2.66057e+14	7.19913e-18	-2.5465
2.66546e+14	1.5804e-17	-2.29865
2.67034e+14	1.75979e-17	-2.67762
2.67522e+14	1.9543e-17	-2.73593
2.68011e+14	6.78363e-17	-2.56042
2.68499e+14	5.97328e-17	-2.21341
2.68987e+14	2.60347e-17	2.87622
2.69475e+14	1.02964e-17	-2.67261
2.69964e+14	5.08173e-17	-2.8121
2.70452e+14	3.41046e-17	-2.61578
2.7094e+14	8.21702e-17	3.10856
2.71429e+14	8.19029e-18	0.446819
2.71917e+14	9.79551e-17	-2.90631
2.72405e+14	3.43586e-17	-2.63319
2.72893e+14	1.42552e-17	-2.73255
2.73382e+14	9.2832e-18	-2.16411
2.7387e+14	5.94902e-18	-1.84556
2.74358e+14	1.91235e-18	2.77537
2.74846e+14	1.22564e-17	2.87896
2.75335e+14	3.82549e-17	2.87214
2.75823e+14	5.21452e-18	-1.95726
2.76311e+14	1.91384e-17	-2.71016
2.768e+14	9.44289e-18	-2.75289
2.77288e+14	7.76792e-18	-1.08947
2.77776e+14	1.03693e-17	-2.48742
2.78264e+14	4.05483e-17	-2.47103
2.78753e+14	1.5635e-18	-1.06261
2.79241e+14	1.57002e-17	0.047343
2.79729e+14	1.18605e-16	-3.00992
2.80218e+14	2.48679e-17	-0.835969
2.80706e+14	1.03665e-17	-2.35367
2.81194e+14	1.17915e-17	2.64996
2.81682e+14	1.25802e-17	2.99916
2.82171e+14	3.83459e-18	-2.64606
2.82659e+14	8.22464e-18	2.76982
2.83147e+14	2.34321e-17	-3.04042
2.83636e+14	1.93689e-17	-3.04523
2.84124e+14	7.96414e-17	-3.05488
2.84612e+14	1.25378e-17	2.54521
2.851e+14	4.30739e-18	-2.86366
2.85589e+14	4.5015e-17	-3.06476
2.86077e+14	2.9995e-17	-1.64432
2.86565e+14	4.73946e-18	2.31076
2.87054e+14	6.34489e-18	2.59112
2.87542e+14	3.61848e-17	3.11032
2.8803e+14	1.81568e-17	-1.99902
2.88518e+14	1.92622e-17	-1.60376
2.89007e+14	1.88235e-17	-1.98984
2.89495e+14	1.79792e-17	-2.83059
2.89983e+14	8.68077e-19	0.643251
2.90471e+14	6.01932e-18	-0.789805
2.9096e+14	2.44051e-18	-2.74039
2.91448e+14	1.20198e-17	-2.61165
2.91936e+14	2.4304e-18	-2.45337
2.92425e+14	4.57724e-18	-3.01018
2.92913e+14	1.26619e-17	-1.32733
2.93401e+14	3.94035e-17	-2.17572
2.93889e+14	3.70265e-17	-2.15624
2.94378e+14	4.35644e-17	-0.661592
2.94866e+14	1.39202e-17	-1.37706
2.95354e+14	5.47918e-17	-2.66306
2.95843e+14	3.80201e-17	-0.542845
2.96331e+14	6.79197e-17	-0.744782
